id,marca,modelo,plataforma_compra,calificacion,sentimiento,aspecto_principal,comentario
4201,Motorola,Moto G84,Mercado Libre,5,Positivo,pantalla,Superó mis expectativas en rendimiento y batería
4202,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,4,Positivo,entrega,"Gran relación calidad precio, recomendado"
4203,Xiaomi,Redmi Note 13,Mercado Libre,5,Positivo,rendimiento,Muy satisfecho con la compra y el tiempo de entrega
4204,Samsung,Galaxy A35,Tienda Oficial Samsung,4,Positivo,rendimiento,La pantalla tiene muy buena calidad y la entrega fue puntual
4205,Motorola,Edge 50,Mercado Libre,4,Positivo,entrega,"Gran relación calidad precio, recomendado"
4206,Xiaomi,Redmi Note 14,Amazon,4,Positivo,precio,Superó mis expectativas en rendimiento y batería
4207,Huawei,P60,Mercado Libre,5,Positivo,pantalla,"Gran relación calidad precio, recomendado"
4208,Xiaomi,Redmi Note 13,Mercado Libre,3,Neutral,batería,La cámara es aceptable para su precio
4209,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,2,Negativo,pantalla,Mala relación calidad precio
4210,Motorola,Moto G54,Amazon,3,Neutral,servicio al cliente,La batería tiene un rendimiento promedio
4211,Samsung,Galaxy S24,Tienda Oficial Samsung,5,Positivo,cámara,El servicio fue excelente y recibí el producto rápidamente
4212,Motorola,Moto G54,Mercado Libre,5,Positivo,entrega,El servicio fue excelente y recibí el producto rápidamente
4213,Huawei,Nova 12,Tienda Oficial Huawei,3,Neutral,almacenamiento,Es un equipo normal para el uso diario
4214,Apple,iPhone 14,Amazon,4,Positivo,pantalla,Llegó antes de la fecha prometida y en perfectas condiciones
4215,Motorola,Edge 50,Mercado Libre,4,Positivo,servicio al cliente,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4216,Apple,iPhone 15,Tienda Oficial Apple,2,Negativo,precio,La cámara no cumple con lo prometido
4217,Apple,iPhone 14,Tienda Oficial Apple,4,Positivo,precio,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4218,Samsung,Galaxy A55,Amazon,4,Positivo,rendimiento,Muy buena cámara y excelente rendimiento
4219,Xiaomi,Poco X6,Mercado Libre,4,Positivo,entrega,"Gran relación calidad precio, recomendado"
4220,Xiaomi,Redmi Note 14,Amazon,4,Positivo,cámara,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4221,Samsung,Galaxy S24,Amazon,5,Positivo,rendimiento,El servicio fue excelente y recibí el producto rápidamente
4222,Apple,iPhone 15,Tienda Oficial Apple,1,Negativo,servicio al cliente,La atención al cliente fue deficiente y la entrega tardó mucho
4223,Samsung,Galaxy S24,Mercado Libre,2,Negativo,precio,Presentó fallas después de pocos días
4224,Motorola,Moto G54,Tienda Oficial Motorola,5,Positivo,precio,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4225,Motorola,Moto G54,Amazon,1,Negativo,entrega,La entrega se demoró demasiado y llegó fuera de la fecha prometida
4226,Apple,iPhone 15,Tienda Oficial Apple,4,Positivo,almacenamiento,"Gran relación calidad precio, recomendado"
4227,Huawei,P60,Mercado Libre,4,Positivo,precio,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4228,Apple,iPhone 16e,Amazon,2,Negativo,cámara,Mala relación calidad precio
4229,Samsung,Galaxy A55,Amazon,5,Positivo,precio,La pantalla tiene muy buena calidad y la entrega fue puntual
4230,Motorola,Moto G54,Tienda Oficial Motorola,3,Neutral,batería,Es un equipo normal para el uso diario
4231,Xiaomi,Redmi Note 14,Mercado Libre,4,Positivo,batería,La pantalla tiene muy buena calidad y la entrega fue puntual
4232,Samsung,Galaxy A55,Mercado Libre,1,Negativo,rendimiento,La entrega se demoró demasiado y llegó fuera de la fecha prometida
4233,Xiaomi,Poco X6,Mercado Libre,4,Positivo,pantalla,El servicio fue excelente y recibí el producto rápidamente
4234,Xiaomi,Redmi Note 14,Amazon,1,Negativo,cámara,La entrega se demoró demasiado y llegó fuera de la fecha prometida
4235,Huawei,Nova 12,Tienda Oficial Huawei,3,Neutral,pantalla,La cámara es aceptable para su precio
4236,Apple,iPhone 16e,Tienda Oficial Apple,2,Negativo,batería,La atención al cliente fue deficiente y la entrega tardó mucho
4237,Huawei,P60,Tienda Oficial Huawei,3,Neutral,rendimiento,Tiene ventajas y desventajas según el uso
4238,Motorola,Moto G54,Amazon,1,Negativo,cámara,El equipo se calienta demasiado durante el uso
4239,Motorola,Edge 50,Amazon,5,Positivo,precio,Muy buena cámara y excelente rendimiento
4240,Xiaomi,Redmi Note 13,Mercado Libre,2,Negativo,servicio al cliente,El rendimiento es lento para algunas aplicaciones
4241,Samsung,Galaxy A55,Mercado Libre,3,Neutral,cámara,El celular cumple con lo esperado
4242,Xiaomi,Redmi Note 13,Amazon,3,Neutral,rendimiento,El producto llegó correctamente aunque tardó algunos días
4243,Samsung,Galaxy A55,Tienda Oficial Samsung,4,Positivo,almacenamiento,Llegó antes de la fecha prometida y en perfectas condiciones
4244,Huawei,Mate 50,Amazon,2,Negativo,cámara,El rendimiento es lento para algunas aplicaciones
4245,Motorola,Moto G54,Tienda Oficial Motorola,4,Positivo,cámara,Llegó antes de la fecha prometida y en perfectas condiciones
4246,Samsung,Galaxy A35,Tienda Oficial Samsung,4,Positivo,rendimiento,Muy satisfecho con la compra y el tiempo de entrega
4247,Xiaomi,Redmi Note 13,Mercado Libre,4,Positivo,almacenamiento,Muy satisfecho con la compra y el tiempo de entrega
4248,Samsung,Galaxy A55,Amazon,1,Negativo,cámara,La atención al cliente fue deficiente y la entrega tardó mucho
4249,Motorola,Moto G84,Tienda Oficial Motorola,3,Neutral,cámara,Tiene ventajas y desventajas según el uso
4250,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,3,Neutral,rendimiento,La cámara es aceptable para su precio
4251,Motorola,Edge 50,Tienda Oficial Motorola,4,Positivo,servicio al cliente,La pantalla tiene muy buena calidad y la entrega fue puntual
4252,Huawei,P60,Mercado Libre,5,Positivo,servicio al cliente,Superó mis expectativas en rendimiento y batería
4253,Xiaomi,Redmi Note 14,Mercado Libre,5,Positivo,cámara,"Gran relación calidad precio, recomendado"
4254,Samsung,Galaxy S24,Tienda Oficial Samsung,4,Positivo,servicio al cliente,Muy buena cámara y excelente rendimiento
4255,Samsung,Galaxy S24,Mercado Libre,3,Neutral,batería,Tiene ventajas y desventajas según el uso
4256,Huawei,Mate 50,Tienda Oficial Huawei,2,Negativo,batería,El rendimiento es lento para algunas aplicaciones
4257,Apple,iPhone 15,Tienda Oficial Apple,2,Negativo,almacenamiento,El rendimiento es lento para algunas aplicaciones
4258,Apple,iPhone 16e,Amazon,3,Neutral,rendimiento,Tiene ventajas y desventajas según el uso
4259,Apple,iPhone 15,Tienda Oficial Apple,4,Positivo,precio,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4260,Huawei,P60,Amazon,5,Positivo,batería,"Gran relación calidad precio, recomendado"
4261,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,5,Positivo,batería,Superó mis expectativas en rendimiento y batería
4262,Huawei,P60,Tienda Oficial Huawei,3,Neutral,rendimiento,El producto llegó correctamente aunque tardó algunos días
4263,Xiaomi,Redmi Note 13,Amazon,3,Neutral,servicio al cliente,Tiene ventajas y desventajas según el uso
4264,Xiaomi,Poco X6,Mercado Libre,3,Neutral,pantalla,Es un equipo normal para el uso diario
4265,Motorola,Edge 50,Mercado Libre,4,Positivo,cámara,Muy buena cámara y excelente rendimiento
4266,Huawei,P60,Amazon,3,Neutral,pantalla,Tiene ventajas y desventajas según el uso
4267,Apple,iPhone 14,Amazon,4,Positivo,servicio al cliente,El servicio fue excelente y recibí el producto rápidamente
4268,Huawei,Mate 50,Tienda Oficial Huawei,3,Neutral,batería,El celular cumple con lo esperado
4269,Motorola,Edge 50,Tienda Oficial Motorola,5,Positivo,precio,El servicio fue excelente y recibí el producto rápidamente
4270,Apple,iPhone 14,Mercado Libre,3,Neutral,almacenamiento,El celular cumple con lo esperado
4271,Apple,iPhone 15,Amazon,4,Positivo,entrega,Muy buena cámara y excelente rendimiento
4272,Apple,iPhone 14,Tienda Oficial Apple,5,Positivo,servicio al cliente,El servicio fue excelente y recibí el producto rápidamente
4273,Samsung,Galaxy A55,Tienda Oficial Samsung,4,Positivo,batería,Muy buena cámara y excelente rendimiento
4274,Motorola,Moto G54,Mercado Libre,5,Positivo,cámara,"Gran relación calidad precio, recomendado"
4275,Apple,iPhone 15,Tienda Oficial Apple,4,Positivo,cámara,La pantalla tiene muy buena calidad y la entrega fue puntual
4276,Apple,iPhone 15,Mercado Libre,5,Positivo,pantalla,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4277,Motorola,Moto G54,Tienda Oficial Motorola,2,Negativo,entrega,Presentó fallas después de pocos días
4278,Xiaomi,Poco X6,Tienda Oficial Xiaomi,3,Neutral,entrega,El producto llegó correctamente aunque tardó algunos días
4279,Motorola,Moto G84,Amazon,3,Neutral,batería,Tiene ventajas y desventajas según el uso
4280,Motorola,Edge 50,Tienda Oficial Motorola,2,Negativo,almacenamiento,Mala relación calidad precio
4281,Apple,iPhone 14,Tienda Oficial Apple,4,Positivo,batería,Muy buena cámara y excelente rendimiento
4282,Huawei,P60,Amazon,4,Positivo,pantalla,El servicio fue excelente y recibí el producto rápidamente
4283,Huawei,P60,Amazon,1,Negativo,servicio al cliente,El rendimiento es lento para algunas aplicaciones
4284,Huawei,Nova 12,Amazon,3,Neutral,precio,Es un equipo normal para el uso diario
4285,Apple,iPhone 15,Amazon,5,Positivo,cámara,Superó mis expectativas en rendimiento y batería
4286,Samsung,Galaxy A35,Tienda Oficial Samsung,4,Positivo,almacenamiento,"Gran relación calidad precio, recomendado"
4287,Motorola,Edge 50,Mercado Libre,5,Positivo,servicio al cliente,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4288,Samsung,Galaxy A35,Mercado Libre,3,Neutral,precio,Es un equipo normal para el uso diario
4289,Huawei,P60,Amazon,5,Positivo,pantalla,La pantalla tiene muy buena calidad y la entrega fue puntual
4290,Motorola,Edge 50,Mercado Libre,1,Negativo,almacenamiento,La entrega se demoró demasiado y llegó fuera de la fecha prometida
4291,Apple,iPhone 16e,Mercado Libre,3,Neutral,pantalla,La batería tiene un rendimiento promedio
4292,Motorola,Moto G84,Amazon,5,Positivo,cámara,"Gran relación calidad precio, recomendado"
4293,Motorola,Moto G54,Mercado Libre,1,Negativo,precio,El equipo se calienta demasiado durante el uso
4294,Motorola,Edge 50,Tienda Oficial Motorola,4,Positivo,rendimiento,Llegó antes de la fecha prometida y en perfectas condiciones
4295,Apple,iPhone 14,Mercado Libre,1,Negativo,batería,La entrega se demoró demasiado y llegó fuera de la fecha prometida
4296,Apple,iPhone 15,Amazon,5,Positivo,almacenamiento,Muy satisfecho con la compra y el tiempo de entrega
4297,Apple,iPhone 15,Amazon,5,Positivo,almacenamiento,La pantalla tiene muy buena calidad y la entrega fue puntual
4298,Samsung,Galaxy A35,Mercado Libre,5,Positivo,rendimiento,Superó mis expectativas en rendimiento y batería
4299,Xiaomi,Poco X6,Tienda Oficial Xiaomi,5,Positivo,pantalla,Superó mis expectativas en rendimiento y batería
4300,Apple,iPhone 16e,Amazon,1,Negativo,batería,El rendimiento es lento para algunas aplicaciones
4301,Motorola,Moto G54,Tienda Oficial Motorola,4,Positivo,servicio al cliente,Muy buena cámara y excelente rendimiento
4302,Motorola,Edge 50,Amazon,3,Neutral,servicio al cliente,El celular cumple con lo esperado
4303,Huawei,Mate 50,Tienda Oficial Huawei,3,Neutral,batería,La batería tiene un rendimiento promedio
4304,Huawei,Nova 12,Tienda Oficial Huawei,5,Positivo,cámara,El servicio fue excelente y recibí el producto rápidamente
4305,Motorola,Moto G54,Tienda Oficial Motorola,1,Negativo,cámara,La batería dura muy poco
4306,Huawei,P60,Tienda Oficial Huawei,5,Positivo,almacenamiento,"Gran relación calidad precio, recomendado"
4307,Huawei,Mate 50,Mercado Libre,3,Neutral,pantalla,Tiene ventajas y desventajas según el uso
4308,Apple,iPhone 16e,Mercado Libre,2,Negativo,servicio al cliente,La batería dura muy poco
4309,Samsung,Galaxy S24,Amazon,1,Negativo,precio,La cámara no cumple con lo prometido
4310,Motorola,Moto G84,Tienda Oficial Motorola,1,Negativo,batería,La cámara no cumple con lo prometido
4311,Apple,iPhone 14,Amazon,2,Negativo,entrega,La batería dura muy poco
4312,Xiaomi,Poco X6,Amazon,5,Positivo,rendimiento,Muy satisfecho con la compra y el tiempo de entrega
4313,Samsung,Galaxy S24,Tienda Oficial Samsung,1,Negativo,pantalla,La batería dura muy poco
4314,Samsung,Galaxy A55,Mercado Libre,5,Positivo,batería,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4315,Xiaomi,Redmi Note 14,Amazon,5,Positivo,entrega,"Gran relación calidad precio, recomendado"
4316,Xiaomi,Redmi Note 13,Amazon,2,Negativo,rendimiento,Presentó fallas después de pocos días
4317,Huawei,Nova 12,Mercado Libre,5,Positivo,almacenamiento,El servicio fue excelente y recibí el producto rápidamente
4318,Xiaomi,Poco X6,Amazon,3,Neutral,almacenamiento,Es un equipo normal para el uso diario
4319,Motorola,Moto G54,Tienda Oficial Motorola,5,Positivo,entrega,El servicio fue excelente y recibí el producto rápidamente
4320,Motorola,Edge 50,Tienda Oficial Motorola,1,Negativo,pantalla,La atención al cliente fue deficiente y la entrega tardó mucho
4321,Huawei,P60,Mercado Libre,4,Positivo,batería,La pantalla tiene muy buena calidad y la entrega fue puntual
4322,Motorola,Moto G84,Amazon,5,Positivo,pantalla,"Gran relación calidad precio, recomendado"
4323,Samsung,Galaxy A55,Tienda Oficial Samsung,2,Negativo,almacenamiento,La cámara no cumple con lo prometido
4324,Motorola,Moto G54,Tienda Oficial Motorola,5,Positivo,batería,La pantalla tiene muy buena calidad y la entrega fue puntual
4325,Samsung,Galaxy A35,Tienda Oficial Samsung,5,Positivo,entrega,Llegó antes de la fecha prometida y en perfectas condiciones
4326,Xiaomi,Redmi Note 14,Mercado Libre,5,Positivo,pantalla,"Gran relación calidad precio, recomendado"
4327,Apple,iPhone 16e,Amazon,4,Positivo,precio,El servicio fue excelente y recibí el producto rápidamente
4328,Apple,iPhone 16e,Amazon,4,Positivo,entrega,"Gran relación calidad precio, recomendado"
4329,Motorola,Moto G84,Tienda Oficial Motorola,3,Neutral,entrega,Tiene ventajas y desventajas según el uso
4330,Huawei,Nova 12,Amazon,4,Positivo,pantalla,Superó mis expectativas en rendimiento y batería
4331,Huawei,Nova 12,Tienda Oficial Huawei,5,Positivo,rendimiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4332,Samsung,Galaxy A35,Mercado Libre,5,Positivo,rendimiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4333,Xiaomi,Poco X6,Mercado Libre,4,Positivo,rendimiento,Muy buena cámara y excelente rendimiento
4334,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,entrega,Llegó antes de la fecha prometida y en perfectas condiciones
4335,Motorola,Edge 50,Amazon,5,Positivo,rendimiento,Muy buena cámara y excelente rendimiento
4336,Huawei,Mate 50,Mercado Libre,2,Negativo,cámara,El rendimiento es lento para algunas aplicaciones
4337,Huawei,Mate 50,Tienda Oficial Huawei,5,Positivo,entrega,Superó mis expectativas en rendimiento y batería
4338,Motorola,Moto G54,Tienda Oficial Motorola,3,Neutral,pantalla,El celular cumple con lo esperado
4339,Motorola,Moto G54,Amazon,5,Positivo,pantalla,La pantalla tiene muy buena calidad y la entrega fue puntual
4340,Samsung,Galaxy S24,Tienda Oficial Samsung,4,Positivo,servicio al cliente,El servicio fue excelente y recibí el producto rápidamente
4341,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,pantalla,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4342,Xiaomi,Poco X6,Mercado Libre,3,Neutral,rendimiento,Es un equipo normal para el uso diario
4343,Xiaomi,Redmi Note 13,Amazon,5,Positivo,cámara,El servicio fue excelente y recibí el producto rápidamente
4344,Motorola,Moto G54,Amazon,5,Positivo,batería,El servicio fue excelente y recibí el producto rápidamente
4345,Apple,iPhone 16e,Mercado Libre,2,Negativo,batería,La atención al cliente fue deficiente y la entrega tardó mucho
4346,Xiaomi,Redmi Note 14,Mercado Libre,5,Positivo,almacenamiento,"Gran relación calidad precio, recomendado"
4347,Xiaomi,Poco X6,Amazon,3,Neutral,batería,Tiene ventajas y desventajas según el uso
4348,Huawei,P60,Tienda Oficial Huawei,5,Positivo,servicio al cliente,Llegó antes de la fecha prometida y en perfectas condiciones
4349,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,1,Negativo,entrega,La atención al cliente fue deficiente y la entrega tardó mucho
4350,Motorola,Moto G84,Mercado Libre,5,Positivo,almacenamiento,La pantalla tiene muy buena calidad y la entrega fue puntual
4351,Samsung,Galaxy A55,Mercado Libre,5,Positivo,almacenamiento,Superó mis expectativas en rendimiento y batería
4352,Apple,iPhone 16e,Amazon,5,Positivo,batería,"Gran relación calidad precio, recomendado"
4353,Samsung,Galaxy A55,Tienda Oficial Samsung,3,Neutral,batería,Es un equipo normal para el uso diario
4354,Xiaomi,Poco X6,Mercado Libre,3,Neutral,entrega,Es un equipo normal para el uso diario
4355,Apple,iPhone 15,Amazon,5,Positivo,entrega,"Gran relación calidad precio, recomendado"
4356,Xiaomi,Redmi Note 13,Amazon,5,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
4357,Huawei,Nova 12,Mercado Libre,4,Positivo,cámara,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
4358,Huawei,Nova 12,Tienda Oficial Huawei,4,Positivo,entrega,Muy satisfecho con la compra y el tiempo de entrega
4359,Xiaomi,Poco X6,Tienda Oficial Xiaomi,4,Positivo,servicio al cliente,Muy satisfecho con la compra y el tiempo de entrega
4360,Huawei,P60,Mercado Libre,4,Positivo,entrega,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
